start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
,3/21/2016,Pakistan,"It affected more than one city in the same state, province, or region",Islamabad and Rawalpindi,Shutdown,"Broadband, Mobile",Full network,Executive government,,Unknown,,News media article,http://timesofindia.indiatimes.com/world/pakistan/-Mobile-phone-service-suspended-in-Islamabad-Rawalpindi/articleshow/51491405.cms,,3/23/2016,2,National security/ Counter-terrorism,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,"Pakistan Day, a national holiday in which the military plays and important role. Mobile phone services impacted. Shutdown for part of the day on the 21st for the dress rehearsal of the military parade, and then again on the 23rd for part of the day for the actual celebration.",,APAC
,3/28/2016,Pakistan,"It affected more than one city in the same state, province, or region",Islamabad,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,News media article,http://propakistani.pk/2016/03/31/telcos-customers-lost-millions-due-to-cellular-network-shutdown-in-islamabad/,,3/31/2016,3,National security/ Counter-terrorism,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,"$6,000,000",pro-Mumtaz Qadri sit-in,,APAC
,4/1/2016,North Korea,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,,Information control,,News media article,http://www.theguardian.com/world/2016/apr/01/north-korea-announces-blocks-on-facebook-twitter-and-youtube,,,,Unknown,,,,,,,Yes,Yes,,,,"YouTube, South Korean websites",,,,,,,,,,,,,"$313,666",,,APAC
,4/9/2016,Chad,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,,Elections,,News media article,http://www.africanews.com/2016/04/11/chad-elections-major-internet-blackout-ahead-of-declaration/,,4/13/2016,4,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,"$3,712,931 (TOTAL)","Presidential Election. Social Media blocked, Mobile internet for one day",https://www.accessnow.org/2016-year-internet-shutdowns-became-new-normal/,Africa
,4/14/2016,India,"It affected more than one city in the same state, province, or region","Srinagar, Kupwara, Baramulla, Bandipora and Ganderbal  (Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,http://www.medianama.com/2016/04/223-mobile-internet-suspended-kashmir/,,4/18/2016,4,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,death of 4 people in clashes with the security forces,,APAC
,4/16/2016,India,"It only affected one city, county, or village","Bokaro, Jharkaland state",Shutdown,"Broadband, Mobile",Full network,Local government,,Unknown,,News media article,http://timesofindia.indiatimes.com/city/ranchi/Internet-services-blocked-in-Bokaro-after-communal-tension/articleshow/51856786.cms,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,communal clashes during Ramnavami celebrations,,APAC
,4/17/2016,India,"It affected more than one city in the same state, province, or region","Ahmedabad, Mehsana, Surat and Rajkot districts in Gujarat state",Shutdown,Mobile,Full network,Local government,,Political instability,,News media article,"http://www.dnaindia.com/india/report-patidar-agitation-internet-services-restored-in-gujarat-2203678,%20http://indianexpress.com/article/india/india-news-india/gujarat-curfew-imposed-in-mehsana-as-patels-rally-turns-violent-lalji-patel-injured-2757681/",,4/19/2016,2,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Mass protests by the Patidar/Patel caste-based group calling for the freeing of their jailed leader. Unusual in that the districts of the shutdown are non-contiguous.,,APAC
,5/2/2016,Brazil,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Other,,News media article,http://tecnologia.elpais.com/tecnologia/2016/05/02/actualidad/1462203263_150504.html?id_externo_rsoc=TW_CM,,5/3/2016,1,Other,,,,,,,,,Yes,,,,,,,,,,,,,,,,,WhatsApp refused to disclose information about users related to drug trafficking investigations.,https://www.accessnow.org/brazil-moves-block-whatsapp/,LAC
,5/11/2016,Uganda,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,,Elections,,News media article,https://unwantedwitness.or.ug/ugandas-internet-is-blocked-for-the-second-time-in-less-than-3-months/,,,,National security/ Counter-terrorism,,,,,,,Yes,Yes,,,,YouTube,,,,,,,,,,,,,,swearing-in of President Museveni,,Africa
,5/14/2016,Viet Nam,"It only affected one city, county, or village","Hanoi, Saigon",Shutdown,"Broadband, Mobile",Service-based,Executive government,,Protests,,News media article,https://techcrunch.com/2016/05/17/facebook-blocked-in-vietnam-over-the-weekend-due-to-citizen-protests/,,,,Unknown,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,protests over an environmental disaster attributed to toxic discharges from a steel complex,,APAC
,5/16/2016,Iraq,"It affected locations in more than one state, province, or region",nationwide (except Kurdistan),Shutdown,"Broadband, Mobile",Full network,Executive government,,Political instability,,News media article,http://www.theatlantic.com/technology/archive/2016/05/iraq-shut-down-its-internet-to-prevent-sixth-graders-from-cheating/482946/,,10/8/2016,145,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,"$76,210,438",6th grade school exams,,MENA
,5/16/2016,India,"It only affected one city, county, or village",Azamgarh (Uttar Pradesh),Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,http://timesofindia.indiatimes.com/city/lucknow/Internet-blocked-in-riot-hit-Azamgarh/articleshow/52300964.cms,,5/18/2017,367,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,communal tension,,APAC
,5/22/2016,Viet Nam,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Other,,Social media,http://www.reuters.com/article/us-vietnam-obama-facebook-idUSKCN0YH2MZ,,5/26/2016,4,Unknown,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Obama visit,https://www.accessnow.org/vietnam-blocks-facebook-human-rights-obama/,APAC
,5/30/2016,Ethiopia,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,News media article,https://globalvoices.org/2017/06/01/ethiopia-imposes-nationwide-internet-blackout/,,6/8/2016,9,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,,secondary school exams/ongoing Oromo protests. Mobile data impacted.,,Africa
,6/1/2016,Syrian Arab Republic,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,,Unknown,,News media article,https://dyn.com/blog/syria-goes-to-extremes-to-foil-cheaters/,,6/14/2016,13,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENA
,6/4/2016,India,"It affected more than one city in the same state, province, or region","Sonepat and Rohtak districts, Haryana state",Shutdown,Mobile,Full network,Local government,,Protests,,News media article,"http://indianexpress.com/article/india/india-news-india/haryana-jat-quota-agitation-sonipat-mobile-internet-service-banned-2835078/, http://indianexpress.com/article/india/india-news-india/jat-reservation-live-updates-protest-haryana-hisar-rohtak-jind-ambala-2835462/",,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"Anticipation of a mass protest announced by the Jat community calling for classification as OBC or Other Backwards Class (a group which is acknowledged to be disadvantaged by the government), which would make them eligible for affirmative action.",,APAC
,6/4/2016,Iraq,"It only affected one city, county, or village",Baghdad,Shutdown,"Broadband, Mobile",Service-based,Local government,,Protests,,News media article,https://www.middleeastmonitor.com/20160604-baghdad-shuts-down-social-media/,,,,Unknown,,,,,,,,,,,,Social media,,,,,,,,,,,,,,pre-empt demonstrations calling for reform,,MENA
,6/15/2016,India,"It affected more than one city in the same state, province, or region",Jammu,Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,http://indianexpress.com/article/india/india-news-india/jammu-temple-row-mobile-internet-services-restored-across-state-2861163/,,6/18/2016,3,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,GPRS,,,,,,,,,,,,,,arson and violence in Janipura area after an incident of sacrilege at a temple,,APAC
,6/19/2016,Algeria,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,,Unknown,,News media article,http://www.reuters.com/article/us-algeria-media-idUSKCN0Z50JX,,,,School Exams,,,,,,,,,,,,"Social media, 3G mobile internet",,,,,,,,,,,,,,baccalaureate exams,,MENA
,6/21/2016,Pakistan,"It affected more than one city in the same state, province, or region",FATA,Shutdown,"Broadband, Mobile",Full network,Unknown,,Conflict,,News media article,https://www.dawn.com/news/1266225/suspension-of-3g-service-perturbs-fata-people,,,,Unknown,,,,,,,,,,,,3G services,,,,,,,,,,,,,,armed clashes between Afghanistan and Pakistan over the construction of a gate at Torkham border.,,APAC
,6/22/2016,India,"It only affected one city, county, or village",Poonch,Shutdown,"Broadband, Mobile",Full network,Local government,,Political instability,,News media article,http://www.greaterkashmir.com/news/pir-panjal/mobile-internet-services-snapped-in-poonch/221112.html?fromNewsdog=1,,6/22/2016,0,National security/ Counter-terrorism,,,,,,,,,,,,,,,,,,,,,,,,,,"Government justified it on ""operational and security grounds” but refused to explain further.",,APAC
,6/22/2016,India,"It affected more than one city in the same state, province, or region",Jammu,Shutdown,"Broadband, Mobile",Full network,Local government,,Unknown,,News media article,http://www.thehindu.com/news/national/other-states/jammu-goes-offline-ahead-of-controversial-wrestling-event/article8756852.ece,,6/22/2016,0,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,wrestling event at the Bagh Jogian area of the Bishnah town,https://www.accessnow.org/internet-disrupted-bahrain-around-protests-wrestling-match-sparks-shutdown-india/,APAC
,6/23/2016,Bahrain,"It affected more than one city in the same state, province, or region",Duraz and neighboring villages along Budaiya Road,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,Social media,https://bahrainwatch.org/amanatech/en/investigations/duraz,Ongoing,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessnow.org/internet-disrupted-bahrain-around-protests-wrestling-match-sparks-shutdown-india/,MENA
,6/28/2016,Turkey,"It affected locations in more than one state, province, or region",nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,,Political instability,,Social media,http://www.reuters.com/article/us-mideast-crisis-socialmedia-idUSKCN0ZM2O3,,6/29/2016,1,Other,,,,,,,Yes,Yes,,,,YouTube,,,,,,,,,,,,,,suicide bombers killed 45 people at Istanbul's main airport,,MENA
,6/30/2016,India,"It affected more than one city in the same state, province, or region",Barmer district and Jaisalmer district in Rajasthan state,Shutdown,Mobile,Full network,Local government,,Political instability,,News media article,http://economictimes.indiatimes.com/tech/internet/mobile-internet-blocked-in-jaisalmer-barmer/articleshow/52992932.cms,,7/2/2016,2,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,"A bandh (similar to a general strike) was called following the death of a Hindu youth at the hands of police. Ostensibly, he kidnapped an officer.",,APAC
,7/6/2016,Zimbabwe,"It only affected one city, county, or village",Harare,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Protests,,News media article,https://www.nytimes.com/2016/10/03/world/africa/zimbabwe-robert-mugabe-whatsapp.html?_r=2,,7/6/2016,0,Unknown,,,,,,,,,,,,Social media,,,,,,,,,,,,,,,,Africa
,7/7/2016,India,"It affected more than one city in the same state, province, or region",Kashmir,Shutdown,"Broadband, Mobile",Full network,Local government,,Political instability,,News media article,http://www.firstpost.com/india/kashmir-unrest-no-cell-phones-no-commodities-no-news-and-nowhere-to-go-2898790.html,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,ongoing conflict between residents and police,,APAC
,7/9/2016,India,"It only affected one city, county, or village","Anantnag city in Anantnag district in Kashmir Valley, Shopian city in Shopian district in Kashmir Valley, Pulwama city (aka Pulgam) in Pulwama district in Kashmir Valley, and Sopore city in Baramulla district in Kashmir Valley, areas of Pulwama district in Jammu region (outside of Kashmir Valley, all in Jammu & Kashmir state",Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,http://www.ndtv.com/india-news/after-burhan-wanis-killing-mobile-internet-services-suspended-in-kashmir-1429543,,1/27/2017,202,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"killing of militant Burhan Wani by security forces. In Jammu, service was restored on July 26, 2016. In Kashmir Valley, post-paid mobile Internet Services restored on November 19, 2016. Pre-paid mobile internet services restored on January 27th, 2017.",https://twitter.com/CCGNLUD/status/757617258868781056,APAC
,7/11/2016,Ethiopia,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Unknown,,News media article,http://www.bbc.com/news/world-africa-36763572,,7/13/2016,2,School Exams,,,,,,,,,,,,Social media,,,,,,,,,,,,,,university entrance exams,,Africa
,7/15/2016,Turkey,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Conflict,,Social media,https://www.theatlantic.com/technology/archive/2016/07/social-media-goes-dark-during-chaos-in-turkey/491609/,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,Yes,Yes,,,,YouTube,,,,,,,,,,,,,,military uprising,,MENA
,7/19/2016,Brazil,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Other,,News media article,http://m.folha.uol.com.br/mercado/2016/07/1793291-presidente-do-stf-suspende-bloqueio-do-whatsapp-no-brasil.shtml,,7/19/2016,0,Other,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,LAC
,7/19/2016,Libya,"It affected more than one city in the same state, province, or region","Misurata, Zliten and Al-Khamis",Throttle,"Broadband, Mobile",Service-based,Unknown,,Political instability,,Social media,https://twitter.com/DynResearch/status/755396501141094401,,,,Sabotage/ Third-party Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENA
,7/20/2016,Syrian Arab Republic,"It only affected one city, county, or village",Raqqa,Shutdown,"Broadband, Mobile",Full network,Non-government,,Information control,,News media article,http://www.aljazeera.com/news/2015/07/isil-bans-private-internet-access-syria-raqqa-150720094428577.html,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENA
,7/31/2016,Syrian Arab Republic,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,,Unknown,,Social media,https://twitter.com/akamai_soti/status/759932757959139329,,8/11/2016,11,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENA
,8/1/2016,Bangladesh,"It only affected one city, county, or village",Dhaka,Shutdown,"Broadband, Mobile",Full network,Executive government,,Unknown,,News media article,http://www.thedailystar.net/country/drill-shutting-down-internet-today-1262737,,8/1/2016,0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,https://globalvoices.org/2016/08/04/bangladesh-shuts-down-the-internet-then-orders-blocking-of-35-news-websites/,APAC
,8/5/2016,India,"It affected more than one city in the same state, province, or region",Jammu,Shutdown,"Broadband, Mobile",Service-based,Local government,,Protests,,News media article,http://www.hindustantimes.com/india-news/kashmir-violence-internet-services-suspended-in-jammu-more-areas-face-shutdown/story-rUSEEAfHJSFFSvbSKWVc7M.html,,8/6/2016,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Bandhs (similar to a general strike) being declared in the Chenab valley in solidarity with Kashmiri protests,,APAC
,8/6/2016,India,"It affected more than one city in the same state, province, or region","Saran district, Bihar state",Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,"http://www.financialexpress.com/india-news/bihar-bans-internet-services-as-communal-violence-breaks-out/340517/, https://timesofindia.indiatimes.com/city/patna/Section-144-imposed-internet-banned-in-Saran-after-deity-desecration-video-goes-viral/articleshow/53571544.cms",,8/8/2016,2,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"Videos offensive to Hindus went viral on social media, which caused community unrest.",,APAC
,8/7/2016,Ethiopia,"It affected more than one city in the same state, province, or region",Oromia,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Protests,,News media article,http://www.bbc.com/news/world-africa-37004725,,,,Unknown,,,,,,,,,,,,Social media,,,,,,,,,,,,,,Ethiopian security forces killing dozens of protesters in Amhara and Oromia,,Africa
,8/13/2016,India,"It affected more than one city in the same state, province, or region","All of Kashmir division (within Jammu & Kashmir state) except neighborhoods of Bemina, Lal Chowk and Sonawar in Srinagar city in Srinagar district",Shutdown,Mobile,Full network,Local government,,Protests,,News media article,"https://www.ndtv.com/india-news/broadband-internet-services-suspended-across-kashmir-1443867, http://www.greaterkashmir.com/news/kashmir/day-41-curfew-continues-in-kashmir-broadband-services-restored/226038.html",,8/18/2016,5,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,Prootests about the killing of Burhan Wani the previous month.,,APAC
,8/14/2016,Pakistan,"It affected locations in more than one state, province, or region","Cities of Lahore , Karachi , Islamabad , Rawalpindi , Faisalabad , Multan , Gujranwala , Quetta , Peshawar , Sialkot , Mianwali , Sargodha , Sukkur , Bahawalpur , Jhang , Gujrat , Muzzafarabad",Shutdown,"Broadband, Mobile",Full network,Executive government,,Unknown,,News media article,http://www.killswitch.pk/?q=node/50,,8/14/2016,0,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,Yes,,,,,,,,,,,,the Quetta incident.,,APAC
,8/18/2016,Mali,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Protests,,News media article,http://www.rfi.fr/afrique/20160818-twitter-facebook-suspendus-mali-manifestation-ras-bath-bamako,,,,Unknown,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,protests over arrest of journalist Ras Bath,http://www.jeuneafrique.com/350119/politique/mali-a-suspendu-reseaux-sociaux/?utm_source=Twitter+&utm_medium=Articles&utm_campaign=Tweet_18082016,Africa
,8/28/2016,Gabon,"It affected locations in more than one state, province, or region",nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,,Protests,,News media article,https://www.gabonactu.com/2016/08/rupture-de-linternet-suite-a-panne-gabon-telecom-presente-excuses/ http://money.cnn.com/2016/09/16/technology/internet-censorship-blackouts-gabon/,,9/29/2016,32,Other,,,,,,,,,,,,,,,,,,,,,,,,,,Internet curfew in Gabon lifted (23 nightly blackouts later). @PresidentABO sworn in after disputed election. Instituted 'internet curfew's every night for several weeks. Bandwith restriction / Curfew style.,http://internetwithoutborders.org/fr/internet-bandwidth-limited-by-the-government-in-gabon/,Africa
,8/31/2016,Uzbekistan,"It affected locations in more than one state, province, or region",nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,,Political instability,,News media article,https://web.archive.org/web/20160905211817/http://www.nytimes.com/aponline/2016/09/02/world/asia/ap-as-uzbekistan-president.html,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,death of President Islam Karimov,,EECA
,9/5/2016,Pakistan,"It affected more than one city in the same state, province, or region","Islamabad, Rawalpindi",Shutdown,"Broadband, Mobile",Full network,Executive government,,Unknown,,News media article,http://www.killswitch.pk/?q=node/51,,9/6/2016,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Defense Day,,APAC
,9/12/2016,India,"It affected more than one city in the same state, province, or region",Kashmir division in Jammu & Kashmir State,Shutdown,"Broadband, Mobile",Full network,Unknown,,Political instability,,News media article,http://www.ndtv.com/india-news/broadband-internet-services-resume-in-kashmir-valley-1459976,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,"Internet shut down preemptively before Eid-ul-Zuha celebrations. Both BSNL wireline broadband service and all mobile service were shut down, but the wireline broadband was restored on 9/17/2016",,APAC
Actual,9/15/2016,Indonesia,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Communications Ministry following a request from police,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=ID&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://time.com/4496531/indonesia-lgbt-grinder/,Ongoing,,,Other,"Authorities were targeting services that promoted ""sexual deviancy""",Yes,No,,https://tribune.com.pk/story/1182120/indonesia-blocks-gay-apps-sexual-deviancy/,,No,No,No,No,No,"Grindr, Blued, BoyAhoy",No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr and at least two other apps have been blocked in Indonesia since Sep. 15, 2016, and are ongoing into 2024.",,APAC
,9/16/2016,India,"It affected more than one city in the same state, province, or region","Bhilwara district, Rajasthan state",Shutdown,"Broadband, Mobile",Full network,Local government,,Political instability,,News media article,http://timesofindia.indiatimes.com/city/jaipur/Internet-blocked-in-Bhilwara-to-curb-spread-of-rumours/articleshow/54369844.cms,,9/17/2016,1,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,"Several right-wing Hindu groups, including Vishwa Hindu Parishad and Bajrang Dal had called for 'Bhilwara Bandh' (similar to a general strike throughout Bilhwara district) to protest against the murder of Vishal Pareek, a Vishwa Hindu Parishad activist. The 21-year-old youth was stabbed to death when he was returning home from worship.",,APAC
,9/17/2016,Egypt,"It affected more than one city in the same state, province, or region",Sinai peninsula,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,,News media article,https://advox.globalvoices.org/2016/09/22/netizen-report-internet-shutdowns-are-ever-present-in-egypts-sinai-peninsula,,9/19/2016,2,Unknown,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,aim was to block communication among armed insurgents and prevent the remote detonation of explosions using SIM cards.,MENA
