start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
Actual,9/11/2013,Turkey,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Turkey's Directorate of Telecommunication following Istanbul's Criminal Court of Peace,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=TR&since=2023-01-01&until=2023-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://kaosgl.org/en/single-news/grindr-ban-in-turkey-taken-to-constitutional-court,Ongoing,,,Other,"""Protective measure""",Yes,Yes,,https://www.independent.co.uk/tech/gay-hookup-app-grindr-fights-back-against-turkish-ban-with-threat-of-legal-action-8829360.html,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Turkey since Sep. 11, 2013, and is ongoing into 2024. The block was in place at the start of our STOP documentation on Jan. 1, 2016.",,MENA
Actual,9/15/2016,Indonesia,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Communications Ministry following a request from police,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=ID&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://time.com/4496531/indonesia-lgbt-grinder/,Ongoing,,,Other,"Authorities were targeting services that promoted ""sexual deviancy""",Yes,No,,https://tribune.com.pk/story/1182120/indonesia-blocks-gay-apps-sexual-deviancy/,,No,No,No,No,No,"Grindr, Blued, BoyAhoy",No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr and at least two other apps have been blocked in Indonesia since Sep. 15, 2016, and are ongoing into 2024.",,APAC
Estimated,10/28/2016,United Arab Emirates,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=AE&since=2016-01-01&until=2016-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=AE&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com,Ongoing,,,Unknown,,No,No,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in the United Arab Emirates since at least Oct. 28, 2016, and the block is ongoing into 2024. The blocking is currently implemented by means of TLS interference.",,MENA
,1/1/2017,Congo (Democratic Republic of the),"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,News media article,https://www.aljazeera.com/news/2017/12/drc-blocks-internet-anti-kabila-protests-planned-171231055012918.html,,12/30/2017,-363,National security/ Counter-terrorism,,,,,,,,,,,,,Yes,,,,,,,,,,,,,"Protests demanding the President Kabila step down, after his government delayed elections.",,Africa
,1/14/2017,Philippines,"It only affected one city, county, or village",Cebu,Shutdown,"Broadband, Mobile",Full network,Local government,,Other,,News media article,http://cebudailynews.inquirer.net/118972/zero-signal-ntc-agrees-shutdown-signal-sinulog-grand-parade,,1/15/2017,1,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Sinulog festival,,APAC
,1/17/2017,Cameroon,"It affected more than one city in the same state, province, or region",Angolophone region,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,News media article,http://www.cnn.com/2017/02/03/africa/internet-shutdown-cameroon/index.html,,4/20/2017,93,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,"~$48,000 / day",Protests in Anglophone region.,https://act.accessnow.org/ea-action/action?ea.client.id=1921&ea.campaign.id=62870&ea.tracking.id=tile,Africa
,1/19/2017,India,"It only affected one city, county, or village",Wokha (Nagaland),Shutdown,Mobile,Full network,Local government,,Elections,,News media article,https://issuu.com/nagalandpost90/docs/january_22__2017,,2/20/2017,32,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Violence in Phek district.,,APAC
,1/29/2017,India,"It affected more than one city in the same state, province, or region",Jhajjar district in Haryana state,Shutdown,Mobile,Full network,Local government,,Protests,,News media article,http://indianexpress.com/article/india/jat-agitations-mobile-internet-services-blocked-in-jhajjar-4498224/,,1/29/2017,0,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,"Mass protest by the Jat community calling for classification as OBC or Other Backwards Class (a group which is acknowledged to be disadvantaged by the government), which would make them eligible for affirmative action.",,APAC
,1/30/2017,India,"It affected more than one city in the same state, province, or region",Nagaland state (entire state),Shutdown,"Broadband, Mobile",Full network,Unknown,,Unknown,,News media article,"http://morungexpress.com/firm-tyranny-dnyf/, https://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDExMDE4NA==",,2/20/2017,21,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,1/31/2017,India,"It affected more than one city in the same state, province, or region","Rohtak, Bhiwani, Hisar, Sonipat, and Panipat districts in Haryana state",Shutdown,Broadband,Full network,Local government,,Protests,,News media article,http://www.ptinews.com/news/8352337_Jat-stir-enters-third-day--remains-peaceful.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"Mass protest by the Jat community calling for classification as OBC or Other Backwards Class (a group which is acknowledged to be disadvantaged by the government), which would make them eligible for affirmative action.",,APAC
,2/1/2017,Iraq,"It affected locations in more than one state, province, or region",nationwide,Shutdown,Mobile,Full network,Executive government,,Unknown,,News media article,http://dyn.com/blog/iraq-downs-internet-to-combat-cheating-again/,,2/8/2017,7,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,,National exams.,,MENA
Estimated,2/9/2017,Saudi Arabia,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=SA&since=2017-01-01&until=2017-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=SA&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com,Ongoing,,,Unknown,,No,No,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Saudi Arabia since at least Feb. 9, 2017, and the block is ongoing into 2024. The blocking is currently implemented by means of TLS interference.",,MENA
,2/17/2017,India,"It only affected one city, county, or village","Jhajjar, Panipat, Sonipat, Hisar, Rohtak, Jind, and Bhiwani districts in Haryana state",Shutdown,Mobile,Full network,Local government,,Protests,,News media article,http://www.financialexpress.com/industry/jat-stir-enters-22nd-day-liquor-banned-till-monday-internet-services-blocked/557732/,,2/19/2017,2,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,"Mass protest by the Jat community calling for classification as OBC or Other Backwards Class (a group which is acknowledged to be disadvantaged by the government), which would make them eligible for affirmative action.",,APAC
,2/23/2017,Pakistan,"It affected more than one city in the same state, province, or region",Dalbandin in Balochistan,Shutdown,"Broadband, Mobile",Full network,Unknown,,Unknown,,News media article,http://www.pakvoices.pk/3g-and-4g-service-partially-suspended-in-parts-of-balochistan/,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,"Unexplained by government. This very long shutdown was still going at least as of August 2017: http://www.pakvoices.pk/citizens-of-dalbandin-furious-over-internet-shutdowns/. 3G, 4G, DSL impacted.",,APAC
,2/25/2017,India,"It only affected one city, county, or village",Rohtak and Sonepat districts in Haryana state,Shutdown,Mobile,Full network,Local government,,Protests,,News media article,"http://www.tribuneindia.com/news/haryana/internet-services-suspended-in-sonepat/369471.html, http://www.newindianexpress.com/nation/2017/feb/26/tight-security-in-haryana-as-jats-observe-black-day-1575014--1.html",,2/26/2017,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"The celebration of Black Day by the Jat community, led by the organization AIJASS (All India Jat Arakshan Sangharsh Samiti)",,APAC
,3/15/2017,Pakistan,"It affected more than one city in the same state, province, or region",FATA,Shutdown,Mobile,Full network,Unknown,,Conflict,,News media article,"http://www.radiotnn.com/suspension-of-mobile-phone-services-creates-problems-for-tribesmen/, http://www.radiotnn.com/suspension-of-mobile-phone-services-creates-problems-for-tribesmen/",,,,Unknown,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,APAC
,3/18/2017,India,"It affected more than one city in the same state, province, or region","Many districts in Haryana state, including Rohtak, Sonipat, Jhajjar, Bhiwani, Panipat, Hisar, Kaithal, Charkhi Dadri, Fatehabad, Jind, and Sirsa",Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,http://www.financialexpress.com/india-news/jat-reservation-stir-internet-services-restored-in-haryana-after-jats-call-off-march/594555/,,3/19/2017,1,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Members of the Jat community protesting Parliament using a gherao tactic (encircling the building and until the demands are met),,APAC
,3/19/2017,Pakistan,"It only affected one city, county, or village",Islamabad,Shutdown,Mobile,Full network,Unknown,,Unknown,,News media article,https://khybernews.tv/pakistan-day-parade-rehearsal-in-islamabad-mobile-phone-service-suspended-in-twin-cities/,,3/23/2017,4,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,"Commemoration of Pakistan Day, rehearsal of the Armed forces of Pakistan.",,APAC
,3/25/2017,Belarus,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,News media article,https://www.theguardian.com/world/2017/mar/25/belarus-lukashenko-protesters-riot-police-attack-minsk,,3/25/2017,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,National Freedom Day.,,EECA
,3/31/2017,India,"It only affected one city, county, or village",Sikar district in Rajasthan state,Shutdown,"Broadband, Mobile",Full network,Local government,,Unknown,,News media article,"http://indianexpress.com/article/india/rajasthan-sec-144-imposed-mobile-internet-suspended-after-clash-in-sikir-district-4593891/, http://rajasthanpatrika.patrika.com/story/sikar/internet-ban-in-sikar-2533953.html",,4/6/2017,6,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Scuffle between youths/police injury.,,APAC
,4/9/2017,India,"It affected more than one city in the same state, province, or region","Entire Kashmir Valley, Jammu & Kashmir State",Shutdown,"Broadband, Mobile",Full network,Local government,,Elections,,News media article,"https://www.thequint.com/india/2017/04/09/internet-services-in-kashmir-to-be-suspended-separatists-call-for-two-day-shutdown, https://www.hindustantimes.com/india-news/broadband-internet-services-restored-in-kashmir-ec-announces-repolling-in-38-stations-on-april-13/story-ye7pOPJYo5WxCWu9GpTAkL.html, https://www.kashmirmonitor.in/Details/121947/day-3-no-mobile-internet-services-in-kashmir",,4/13/2017,4,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"April 13th bypoll (special election) for Anantnag Lok Sabha (lower parliamentary house) seat. The bypoll was called after the previous MP, who represented the ruling Peoples Democratic Party, stepped down amid public unrest following the killing of militant leader Burhan Wani. Shutdown may have started in Srinagar, Budgam, and Gandarbal on April 8 before it was extended to the entire valley on April 9. Wireline service was restored on 11th April and then off again for the day of April 13th. Mobile service was not restored until 13th April.",,APAC
,4/9/2017,India,"It affected more than one city in the same state, province, or region","Bhadarak city, Odisha state",Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,http://www.newindianexpress.com/states/odisha/2017/apr/10/internet-shut-down-in-bhadrak-for-48-hours-post-communal-violence-1591981--1.html,,4/11/2017,2,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,Possibly in response to offensive comments about Hindu deities on social media,,APAC
,4/17/2017,India,"It affected more than one city in the same state, province, or region","Entire Kashmir Valley, Jammu & Kashmir State",Shutdown,"Broadband, Mobile","Full network, Service-based",Local government,,Protests,,News media article,"http://www.tribuneindia.com/news/jammu-kashmir/mobile-internet-off-again-as-protests-grip-valley/393438.html, https://www.ndtv.com/india-news/jammu-and-kashmir-train-services-resumed-internet-restored-1681310, https://www.nytimes.com/2017/04/26/world/asia/kashmir-shuts-down-social-networks-for-a-month.html, http://www.telegraph.co.uk/technology/2017/04/27/india-bans-social-media-kashmir-one-month/, http://www.newindianexpress.com/nation/2017/may/26/j-k-government-lifts-ban-on-social-media-in-kashmir-1609482.html",,5/26/2017,39,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,22 websites blocked,,,,,,,,,,,,,,"Protests by college students in reponse to clashes between students and police at a college in Pulwama and circulation of videos of human rights abuses commit by Indian forces against Kashmiris. On 4/27, the state government announced the shutdown would last one more month. On 5/11, UN Special Rapporteur on Freedom of Opinion and Expression David Kaye issued a statement condeming the shutdown: https://news.un.org/en/story/2017/05/557022-un-experts-urge-india-restore-internet-and-social-media-services-jammu-and. 4G and 3G mobile service shut down, though 2G remained online. 22 websites (including social media) blocked on wireline internet service, though it took a few days to implement the service-based block. At some point, 4G and 3G service was restored, but with the 22 sites blockes there as well.",,APAC
,4/18/2017,India,"It affected more than one city in the same state, province, or region",Udaipur district and Fatehnagar district in Rajasthan state,Shutdown,Mobile,Full network,Local government,,Unknown,,News media article,"http://udaipurtimes.com/internet-services-suspended-in-udaipur-after-objectionable-social-media-comment/, http://rajasthanpatrika.patrika.com/story/udaipur/internet-banned-at-udaipur-2548991.html",,4/19/2017,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,Politically charged Facebook post about Pakistan by a Fatehnagar resident.,,APAC
,4/19/2017,India,"It only affected one city, county, or village",Kendrapara (Odisha),Shutdown,"Broadband, Mobile",Full network,Local government,,Unknown,,News media article,http://timesofindia.indiatimes.com/city/bhubaneswar/internet-service-suspended-in-odishas-kendrapara/articleshow/58263104.cms,,4/21/2017,2,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Objectionable' social media post.,,APAC
,4/28/2017,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Local government,,Elections,,News media article,https://rsf.org/en/news/iran-deprives-55-million-voters-freely-reported-news,,,,Unknown,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Iranian presidential election campaign.,,MENA
Estimated,5/12/2017,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=IR&since=2017-01-01&until=2017-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=IR&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Iran since at least May 12, 2017, and is ongoing into 2024.",,MENA
,5/15/2017,Ukraine,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Unknown,,News media article,https://www.theguardian.com/world/2017/may/16/ukraine-blocks-popular-russian-websites-kremlin-role-war,Ongoing,,,Unknown,,,,,,,,,,,,"2 Social Networks, 1 Email Service, Search Engines",,,,,,,,,,,,,,Sanctions for Russian annexation of Crimea.,https://www.accessnow.org/ukraines-internet-ban-fights-fire-fire-still-censorship/,EECA
,5/24/2017,India,"It affected more than one city in the same state, province, or region","Saharanpur district, Uttar Pradesh state",Shutdown,"Broadband, Mobile","Full network, Service-based",Local government,,Political instability,,News media article,"http://www.timesnownews.com/india/article/mobile-internet-services-suspended-saharanpur-violent-clashes-dalit-rajput/61642, http://indianexpress.com/article/india/saharanpur-after-10-days-internet-services-return-violence-hit-district-4687939/",,6/3/2017,10,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,Social media and messaging services,,,,,,,,,,,,,,Violent clashes between members of the Dalit and the Rajput community.,,APAC
,5/24/2017,India,"It only affected one city, county, or village",Saharanpur (Uttar Pradesh),Shutdown,"Broadband, Mobile",Full network,Local government,,Political instability,,News media article,http://indianexpress.com/article/india/saharanpur-after-10-days-internet-services-return-violence-hit-district-4687939/,,6/4/2017,11,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Two people were killed and several others injured after groups of Dalits and Thakurs clashed.,,APAC
,5/27/2017,India,"It affected more than one city in the same state, province, or region",Kashmir Valley,Shutdown,Mobile,Full network,Local government,,Protests,,News media article,http://economictimes.indiatimes.com/news/politics-and-nation/mobile-internet-services-suspended-in-kashmir/articleshow/58871234.cms,,6/2/2017,6,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"Killing of separatist Hizbul Mujahideen commander Sabzar Ahmad Bhat in Tral. This shutdown began only hours after the previous one had been lifted, but ocurred due to a different event stemming from the same conflict. Mobile internet services suspended, but wireline remained functional. On 5/30, outgoing services on prepaid mobile connections were restored the rest of mobile internet connections.",,APAC
,5/30/2017,Syrian Arab Republic,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,,Political instability,,Social media,https://twitter.com/DynResearch/status/870278975716831232,,6/13/2017,14,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,,National exams.,,MENA
,5/30/2017,Ethiopia,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,News media article,https://qz.com/994990/ethiopia-shut-down-the-internet-ahead-of-a-scheduled-countrywide-National-exams/,,6/8/2017,9,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,,National exams/Oromo protests.,https://www.accessnow.org/need-stop-shutting-internet-school-exams/,Africa
,6/5/2017,India,"It affected more than one city in the same state, province, or region",Nashik (Maharashtra),Shutdown,Mobile,Full network,Local government,,Protests,,News media article,http://www.tribuneindia.com/news/nation/farmers-stir-z-category-security-for-milk-trucks-in-maharashtra/417851.html,,6/5/2017,0,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Farmer protests.,,APAC
,6/6/2017,India,"It affected more than one city in the same state, province, or region","Mandsaur, Ratlam & Ujjain (Madhya Pradesh)",Shutdown,Mobile,Full network,Local government,,Protests,,News media article,http://www.firstpost.com/india/mandsaur-farmers-protest-one-killed-four-injured-after-police-firing-in-madhya-pradesh-3523001.html,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Farmer protests.,,APAC
,6/7/2017,India,"It affected more than one city in the same state, province, or region",Kashmir Valley,Shutdown,Mobile,Full network,Local government,,Protests,,News media article,http://www.hindustantimes.com/india-news/mobile-internet-services-suspended-in-kashmir-after-civilian-s-death/story-2NkKH4w71aDWLIfmH2DUoK.html,,6/9/2017,2,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Protest over the killing of a civilian by security forces. 3G and 4G impacted.,,APAC
,6/7/2017,Iraq,"It affected locations in more than one state, province, or region",nationwide,Throttle,"Broadband, Mobile",Full network,Unknown,,Unknown,,Social media,https://twitter.com/DynResearch/status/870278975716831232,,6/13/2017,6,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENA
,6/8/2017,India,"It affected more than one city in the same state, province, or region",Saharanpur district in Uttar Pradesh state,Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,"http://www.financialexpress.com/india-news/saharanpur-violence-minutes-after-bhim-armys-chandrashekhar-arrested-authorities-suspend-internet-services/708019/, http://economictimes.indiatimes.com/news/politics-and-nation/snapped-for-2nd-time-in-2-weeks-internet-back-in-saharanpur/articleshow/59111754.cms",,6/10/2017,2,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,"Arrest of Chandrashekhar, founder of Bhim Army, for organizing the violence in May.",,APAC
,6/12/2017,India,"It only affected one city, county, or village","Pulwama district, Jammu & Kashmir","Shutdown, Throttle","Broadband, Mobile",Full network,Local government,,Protests,,News media article,"https://telecom.economictimes.indiatimes.com/news/v/59174371, http://www.thenorthlines.com/internet-services-restored-valley-7-day-shutdown/",,6/19/2017,7,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,Killing of separatist Hizbul Mujahideen commander Sabzar Ahmad Bhat by security forces and killing of youth protester by security forces on June 15th. Different articles report the two events as separate causes.,,APAC
,6/12/2017,Algeria,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,Mobile,Full network,Executive government,,Unknown,,News media article,https://www.middleeastmonitor.com/20170612-algeria-blocks-internet-access-to-prevent-exam-cheats/,,6/19/2017,7,School Exams,,,,,,,,,,,,,,,,,,,,,,,,,"$86,000/day for Algeria Telecom",Baccalaureate exams,,MENA
,6/18/2017,India,"It only affected one city, county, or village",Darjeeling (West Bengal),Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,http://www.businesstoday.in/current/economy-politics/darjeeling-latest-updates-mobile-internet-blocked-economic-activity-halts-as-gorkhaland-agitation-intensifies/story/254639.html,,8/3/2017,46,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Three people killed in clashes between GJM supporters and security forces,,APAC
,6/30/2017,India,"It affected more than one city in the same state, province, or region","Nagaur district and Churu district,  Rajasthan state",Shutdown,Mobile,Full network,Local government,,Protests,,News media article,"http://www.hindustantimes.com/jaipur/anandpal-encounter-court-orders-fresh-autopsy-rajasthan-bans-internet-in-churu-nagaur/story-1aVMWm7sNCwWqaxblIFNlK.html, https://www.hindustantimes.com/jaipur/anandpal-encounter-court-orders-fresh-autopsy-rajasthan-bans-internet-in-churu-nagaur/story-1aVMWm7sNCwWqaxblIFNlK.html, http://hindi.news18.com/rajasthan/churu-news-ban-on-internet-services-extended-for-24-hours-in-churu-over-due-to-anand-pal-encounter-1035429.html",,7/5/2017,5,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,Yes,,,,,,,,,,,,,"Protests by the Rajput caste community over the killing by police of Anandpal Singh, a notorious organized crime leader who had a reputation as a redistributor of wealth.",,APAC
,7/1/2017,India,"It only affected one city, county, or village","Anantnag district, Jammu & Kashmir state",Shutdown,Mobile,Full network,Local government,,Political instability,,News media article,http://www.greaterkashmir.com/news/kashmir/south-kashmir-encounter-mobile-internet-services-shut-in-anantnag/253564.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,Death of four civilians in gunfight between militants and government forces in Brenthi Dialgam village.,,APAC
,7/5/2017,India,"It affected more than one city in the same state, province, or region",Baduria and Bashirat (West Bengal),Shutdown,Mobile,Full network,Local government,,Protests,,News media article,http://www.financialexpress.com/india-news/west-bengal-communal-violence-baduria-internet-services-disrupted-mamata-banerjee-facebook-post-north-24-parganas-protest/749676/,,7/10/2017,5,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,Clashes over Facebook post,,APAC
,7/6/2017,India,"It affected more than one city in the same state, province, or region",Kashmir Valley,Shutdown,"Broadband, Mobile","Full network, Service-based",Local government,,Protests,,News media article,http://www.ndtv.com/india-news/internet-suspended-in-kashmir-ahead-of-burhan-wanis-death-anniversary-1721598,,7/9/2017,3,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"Protests on the occasion of the first death anniversary of Hizbul Mujahideen commander Burhan Wani. First police ordered the blocking of social media sites, then, a few hours later, ordered mobile and wireline internet shut down entirely. While the 2G mobile Internet services were restored on the night of 8th July, 2017, broadband services were restored in the morning of 9th July, 2017.",,APAC
,7/10/2017,India,"It affected more than one city in the same state, province, or region",Large areas of Jammu & Kashmir State including both Jammu and the Kashmir valley,Shutdown,"Broadband, Mobile",Full network,Local government,,Unknown,,News media article,"https://www.indiatoday.in/pti-feed/story/amarnath-terror-attack-internet-services-restored-in-jammu-996736-2017-07-12, http://www.news18.com/news/india/internet-services-suspended-in-kashmir-1457457.html, http://www.greaterkashmir.com/news/jammu/internet-services-suspended-in-jammu-after-killing-of-amarnath-yatris-in-kashmir/254426.html",,7/11/2017,1,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,"On July 10, terrorists opened fire on a bus full of pilgrims headed for Amarnath Yatra near Anantnag, killing at least seven, and injuring 14 others. Later the same day, activists announced a planned ""Kashmir Awareness Day"" to be carried out the following day. Both were causes of the shutdown.",,APAC
,7/11/2017,India,"It affected more than one city in the same state, province, or region","Nagaur district, Bikaner district, Churu district and Sikar district in Rajasthan state",Shutdown,Mobile,Full network,Local government,,Political instability,,News media article,"http://www.india.com/hindi-news/india-hindi/rajasthan-section-144-imposed-internet-services-suspended-till-tomorrow-in-nagaur-churu-sikar-and-bikaner/, http://www.india.com/hindi-news/india-hindi/rajasthan-section-144-imposed-internet-services-suspended-till-tomorrow-in-nagaur-churu-sikar-and-bikaner/",,7/14/2017,3,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,"Continued violence involving the Rajput caste community demanding a Central Bureau of Investigation enquiry into the killing of Anandpal Sing, a notorious organized crime leader who had a reputation as a redistributor of wealth. The violence was concentrate in Sing's home village of Sanvrad in the Nagaur district of Rajasthan.",,APAC
,7/11/2017,China,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Unknown,,News media article,https://www.nytimes.com/2017/07/18/technology/whatsapp-facebook-china-internet.html,Ongoing,,,Unknown,,,,,,,,,Yes,,,,,,,,,,,,,,,,,New Chinese cybersecuirty laws: https://www.nytimes.com/2017/05/31/business/china-cybersecurity-law.html,,APAC
,7/12/2017,Syrian Arab Republic,"It affected locations in more than one state, province, or region",,Shutdown,"Broadband, Mobile",Full network,Unknown,,Unknown,,Social media,https://twitter.com/InternetIntel/status/885176592074407936,,,,Unknown,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,MENA
